Investigator,Ghislaine,,Time (s),Electrode,Amplitude(mV)
,,,562.70512,B3_21,0.023
,,,562.70592,B3_14,0.016
,,,562.70632,B3_12,0.019
,,,562.70832,B3_44,0.02
,,,562.70896,B3_43,0.015
,,,562.71368,D3_11,0.02
,,,562.71416,B3_34,0.026
,,,562.7152,B3_11,0.019
,,,562.71656,B3_12,0.016
,,,562.71992,B3_44,0.017
,,,562.72136,B3_14,0.014
,,,562.72408,B3_43,0.024
,,,562.72496,B3_42,0.016
,,,562.72864,B3_21,0.014
,,,562.7288,B3_11,0.014
,,,562.72912,D3_12,0.022
,,,562.73024,B3_44,0.019
,,,562.73432,B3_13,0.018
,,,562.73656,B3_21,0.015
,,,562.73736,B3_24,0.013
,,,562.7376,B3_22,0.014
,,,562.7404,B3_24,0.015
,,,562.74288,B3_23,0.016
,,,562.74296,B3_43,0.015
,,,562.74344,B3_12,0.016
,,,562.7464,B3_24,0.017
,,,562.74888,B3_14,0.016
,,,562.7492,B3_12,0.013
,,,562.75104,B3_22,0.015
,,,562.75288,B3_14,0.015
,,,562.75296,B3_12,0.021
,,,562.7532,B3_44,0.019
,,,562.75368,B3_23,0.019
,,,562.75368,B3_31,0.019
,,,562.75376,B3_21,0.013
,,,562.75552,B3_14,0.02
,,,562.75624,B3_44,0.017
,,,562.7564,B3_13,0.028
,,,562.75752,B3_22,0.018
,,,562.75768,B3_31,0.023
,,,562.75944,B3_13,0.027
,,,562.75968,B3_11,0.022
,,,562.75984,B3_34,0.017
,,,562.75992,B3_22,0.02
,,,562.76008,B3_44,0.016
,,,562.76048,B3_14,0.014
,,,562.76056,B3_31,0.022
,,,562.7608,B3_21,0.027
,,,562.76168,B3_12,0.025
,,,562.7632,B3_13,0.017
,,,562.76464,B3_11,0.038
,,,562.76512,B3_12,0.017
,,,562.7652,B3_44,0.019
,,,562.76536,B3_31,0.025
,,,562.76656,B3_13,0.015
,,,562.76664,B3_21,0.022
,,,562.76824,B3_43,0.018
,,,562.77032,B3_12,0.02
,,,562.77072,B3_11,0.022
,,,562.77112,B3_31,0.019
,,,562.7724,B3_13,0.018
,,,562.7736,D1_23,0.012
,,,562.77408,B3_12,0.014
,,,562.77688,B3_22,0.014
,,,562.77744,B3_12,0.02
,,,562.7776,B3_42,0.021
,,,562.77864,B3_11,0.019
,,,562.77872,B3_43,0.017
,,,562.77904,B3_24,0.021
,,,562.78,B3_21,0.022
,,,562.78024,B3_34,0.018
,,,562.78152,B3_22,0.022
,,,562.78224,B3_11,0.018
,,,562.78272,B3_43,0.02
,,,562.78696,B3_11,0.016
,,,562.78752,B3_21,0.019
,,,562.78792,B3_24,0.023
,,,562.78952,B3_11,0.014
,,,562.7904,B3_23,0.019
,,,562.79064,B3_34,0.019
,,,562.7908,B3_24,0.019
,,,562.79088,B3_43,0.027
,,,562.792,B3_31,0.021
,,,562.79208,B3_11,0.015
,,,562.79256,B3_21,0.025
,,,562.79256,B3_44,0.017
,,,562.79264,B5_11,0.017
,,,562.79304,B3_14,0.02
,,,562.7968,B3_11,0.014
,,,562.79712,B5_43,0.02
,,,562.79848,B3_12,0.022
,,,562.79896,B3_34,0.02
,,,562.80032,B3_21,0.019
,,,562.80048,B3_13,0.021
,,,562.80192,B2_31,0.027
,,,562.8028,B3_44,0.024
,,,562.80304,B3_14,0.016
,,,562.8032,B3_13,0.023
,,,562.8036,B3_34,0.018
,,,562.80568,B3_14,0.016
,,,562.80592,B3_24,0.02
,,,562.80672,B3_23,0.014
,,,562.80792,B3_12,0.015
,,,562.80872,B3_11,0.018
,,,562.80928,B3_14,0.019
,,,562.81024,B3_12,0.013
,,,562.81024,B3_31,0.021
,,,562.81192,B3_11,0.021
,,,562.81288,B3_43,0.014
,,,562.81304,B3_32,0.009
,,,562.81312,B3_24,0.027
,,,562.81384,B3_31,0.018
,,,562.81424,B3_42,0.016
,,,562.81624,B3_11,0.016
,,,562.81672,B3_34,0.023
,,,562.81704,B3_21,0.02
,,,562.81808,B3_23,0.034
,,,562.81944,B3_43,0.015
,,,562.81992,B3_31,0.018
,,,562.82008,B3_22,0.025
,,,562.82048,B3_11,0.016
,,,562.82048,B5_14,0.032
,,,562.82096,B3_23,0.031
,,,562.82096,B3_44,0.032
,,,562.82128,B3_14,0.014
,,,562.82184,B3_24,0.016
,,,562.82208,B3_21,0.016
,,,562.82336,B3_22,0.016
,,,562.8244,B3_13,0.021
,,,562.82504,B3_34,0.052
,,,562.8252,B3_41,0.011
,,,562.82528,B3_12,0.021
,,,562.82552,B3_14,0.02
,,,562.82576,B3_44,0.02
,,,562.82616,B3_22,0.032
,,,562.8272,B3_24,0.024
,,,562.828,B3_21,0.034
,,,562.83032,B3_12,0.011
,,,562.83152,B3_23,0.015
,,,562.83168,B3_43,0.02
,,,562.83192,B3_14,0.023
,,,562.83192,B3_24,0.031
,,,562.83208,B3_44,0.02
,,,562.83224,B3_31,0.018
,,,562.83248,B3_21,0.023
,,,562.8332,B3_34,0.026
,,,562.83352,B3_11,0.025
,,,562.8344,B3_14,0.021
,,,562.83648,B3_34,0.024
,,,562.83656,B3_44,0.015
,,,562.83736,B3_24,0.018
,,,562.83744,B3_13,0.017
,,,562.8376,B3_11,0.022
,,,562.8376,B3_22,0.02
,,,562.83784,B3_12,0.024
,,,562.8384,B3_21,0.019
,,,562.84112,B3_13,0.024
,,,562.84152,B3_21,0.022
,,,562.84152,B3_34,0.047
,,,562.842,B3_31,0.021
,,,562.84384,B3_21,0.022
,,,562.84448,B5_42,0.02
,,,562.84472,B3_31,0.013
,,,562.8456,B3_23,0.011
,,,562.84584,B2_11,0.022
,,,562.84664,B3_43,0.019
,,,562.84752,B3_24,0.017
,,,562.8476,B3_22,0.03
,,,562.84848,B3_11,0.033
,,,562.84952,B3_13,0.015
,,,562.84976,B3_34,0.026
,,,562.85016,B3_12,0.02
,,,562.85016,B3_22,0.017
,,,562.85016,B5_14,0.029
,,,562.85032,B3_41,0.011
,,,562.85112,B3_11,0.015
,,,562.85232,B3_31,0.018
,,,562.85248,B3_21,0.013
,,,562.85432,B3_14,0.012
,,,562.85592,B3_34,0.059
,,,562.85672,B3_21,0.021
,,,562.85744,B3_12,0.026
,,,562.85832,B3_33,0.013
,,,562.85888,B3_14,0.017
,,,562.85904,B3_43,0.021
,,,562.85936,B3_24,0.018
,,,562.86024,B3_13,0.021
,,,562.86032,B3_21,0.016
,,,562.86128,B3_11,0.017
,,,562.86224,B3_23,0.023
,,,562.86264,B3_24,0.016
,,,562.86288,B3_34,0.016
,,,562.86368,B3_43,0.025
,,,562.86544,B3_31,0.023
,,,562.86648,B3_34,0.019
,,,562.86656,B3_44,0.016
,,,562.86672,B3_42,0.019
,,,562.868,B3_31,0.022
,,,562.8696,B3_13,0.022
,,,562.8712,B3_24,0.019
,,,562.87144,D5_44,0.018
,,,562.87264,B3_22,0.014
,,,562.87336,B3_44,0.019
,,,562.87344,B3_23,0.012
,,,562.87392,B3_24,0.02
,,,562.87512,B3_22,0.014
,,,562.87584,B3_43,0.021
,,,562.87592,B3_34,0.026
,,,562.87624,D3_22,0.018
,,,562.87704,B3_21,0.018
,,,562.8784,B3_34,0.017
,,,562.87936,B3_24,0.019
,,,562.87984,B3_31,0.024
,,,562.88,B3_23,0.015
,,,562.88024,B3_21,0.022
,,,562.88104,B3_14,0.013
,,,562.8812,B3_12,0.026
,,,562.88256,B3_13,0.018
,,,562.88264,B3_24,0.009
,,,562.8828,B3_22,0.027
,,,562.88288,B3_43,0.016
,,,562.88296,B3_34,0.025
,,,562.88336,B3_44,0.015
,,,562.88408,B3_23,0.033
,,,562.88456,B3_14,0.015
,,,562.88504,B3_24,0.018
,,,562.88616,B3_21,0.017
,,,562.8868,B3_43,0.017
,,,562.88712,B3_23,0.023
,,,562.88832,B3_14,0.018
,,,562.8884,B3_13,0.025
,,,562.88968,B3_41,0.01
,,,562.89056,B3_31,0.018
,,,562.89088,B3_21,0.015
,,,562.89144,B3_43,0.019
,,,562.8916,B3_13,0.017
,,,562.89184,B3_14,0.015
,,,562.89264,B3_12,0.02
,,,562.89384,B3_11,0.018
,,,562.89576,B3_43,0.018
,,,562.89584,B3_12,0.021
,,,562.89584,B3_23,0.021
,,,562.89592,B3_13,0.018
,,,562.89712,B3_42,0.02
,,,562.898,B3_41,0.012
,,,562.89808,B3_22,0.014
,,,562.89832,B3_24,0.023
,,,562.89848,B3_14,0.015
,,,562.89864,B3_12,0.028
,,,562.89984,B3_11,0.028
,,,562.9,D5_13,0.018
,,,562.90056,B3_13,0.014
,,,562.90104,B3_21,0.026
,,,562.90176,B3_12,0.017
,,,562.902,B3_34,0.024
,,,562.90208,B3_24,0.02
,,,562.90272,B3_43,0.014
,,,562.9028,B3_11,0.018
,,,562.90384,B3_21,0.024
,,,562.90416,B3_22,0.024
,,,562.90424,B3_23,0.017
,,,562.90496,B3_13,0.02
,,,562.90536,B3_24,0.013
,,,562.90552,B3_43,0.014
,,,562.9068,B3_23,0.012
,,,562.90728,B3_41,0.012
,,,562.9076,B3_34,0.019
,,,562.90952,B3_24,0.017
,,,562.91016,B3_12,0.017
,,,562.91128,B3_34,0.012
,,,562.91392,B3_24,0.015
,,,562.9144,B3_21,0.017
,,,562.91448,B3_12,0.019
,,,562.91496,B6_32,0.016
,,,562.91648,B3_14,0.019
,,,562.91704,B3_22,0.013
,,,562.9176,B3_23,0.017
,,,562.918,B3_24,0.016
,,,562.92064,B3_44,0.027
,,,562.92208,B3_13,0.024
,,,562.92256,B5_11,0.014
,,,562.92296,D3_41,0.011
,,,562.92336,B3_22,0.016
,,,562.92376,B3_43,0.011
,,,562.92456,B3_21,0.024
,,,562.9252,B3_12,0.02
,,,562.92632,B3_13,0.014
,,,562.92688,B3_11,0.017
,,,562.92744,B3_34,0.017
,,,562.9276,B3_43,0.023
,,,562.92784,B3_42,0.013
,,,562.932,B3_24,0.024
,,,562.93232,B3_43,0.017
,,,562.9324,B3_34,0.023
,,,562.93256,B3_31,0.015
,,,562.93376,B3_41,0.012
,,,562.9352,B3_14,0.02
,,,562.93536,B3_34,0.016
,,,562.93576,B5_24,0.019
,,,562.93656,B3_22,0.016
,,,562.9368,B3_23,0.025
,,,562.93712,B6_32,0.019
,,,562.93736,B6_22,0.019
,,,562.93856,B3_24,0.014
,,,562.9388,B3_22,0.016
,,,562.93904,B3_14,0.017
,,,562.93984,B3_23,0.028
,,,562.94256,B3_42,0.019
,,,562.94264,B3_13,0.016
,,,562.94296,B3_43,0.014
,,,562.9432,B3_24,0.016
,,,562.94344,B3_21,0.016
,,,562.946,B3_24,0.021
,,,562.94736,B3_14,0.015
,,,562.94864,B3_11,0.021
,,,562.94936,B3_43,0.018
,,,562.9496,B3_24,0.021
,,,562.95088,B3_21,0.019
,,,562.95136,B3_14,0.02
,,,562.95184,B3_22,0.013
,,,562.95232,B3_44,0.013
,,,562.9524,B3_11,0.023
,,,562.95368,D3_42,0.091
,,,562.95408,B3_34,0.026
,,,562.95424,D3_31,0.011
,,,562.95456,D3_22,0.025
,,,562.95544,B3_11,0.021
,,,562.95608,B3_44,0.016
,,,562.95696,B3_22,0.019
,,,562.95992,B3_13,0.021
,,,562.96,B3_44,0.021
,,,562.96048,B3_34,0.016
,,,562.96152,B3_21,0.02
,,,562.96288,B3_41,0.01
,,,562.9632,B3_11,0.02
,,,562.96384,B3_34,0.012
,,,562.96424,B3_12,0.022
,,,562.96504,B3_24,0.021
,,,562.96672,D3_21,0.018
,,,562.96808,B3_44,0.02
,,,562.9688,B3_11,0.017
,,,562.96936,B3_43,0.016
,,,562.96952,B3_34,0.017
,,,562.9704,B3_31,0.02
,,,562.97104,B5_43,0.018
,,,562.97216,B3_14,0.015
,,,562.97424,B3_24,0.014
,,,562.97584,B3_12,0.017
,,,562.97768,B3_13,0.018
,,,562.97912,B3_22,0.009
,,,562.98168,B3_13,0.023
,,,562.9828,B3_12,0.021
,,,562.98304,D4_24,0.013
,,,562.98432,B3_34,0.017
,,,562.98744,B3_13,0.016
,,,562.98952,B3_22,0.018
,,,562.9896,B3_24,0.02
,,,562.99224,B3_12,0.016
,,,562.99328,D3_42,0.029
,,,562.99496,B3_12,0.016
,,,562.99496,B3_41,0.008
,,,562.99624,B3_21,0.014
,,,562.99648,B3_34,0.019
,,,562.99864,B3_21,0.019
,,,562.99976,B3_43,0.015
,,,563.00296,B3_11,0.021
,,,563.00448,B3_43,0.021
,,,563.006,B3_13,0.015
,,,563.00736,B3_14,0.018
,,,563.00808,B3_23,0.018
,,,563.00848,B3_12,0.01
,,,563.01064,B3_34,0.014
,,,563.01104,B3_22,0.013
,,,563.0136,B3_24,0.018
,,,563.01376,B3_11,0.018
,,,563.014,B3_34,0.026
,,,563.0164,B3_13,0.015
,,,563.01728,B3_44,0.017
,,,563.018,B3_42,0.012
,,,563.01808,B3_21,0.018
,,,563.02072,B5_11,0.025
,,,563.02208,B3_23,0.015
,,,563.02328,B3_12,0.02
,,,563.03376,B3_34,0.019
,,,563.0352,B3_12,0.014
,,,563.03664,B3_14,0.019
,,,563.04464,B1_23,0.014
,,,563.04536,B3_14,0.019
,,,563.0472,B3_12,0.029
,,,563.0476,B3_22,0.034
,,,563.04968,B3_12,0.015
,,,563.05048,B1_23,0.045
,,,563.05096,B3_11,0.039
,,,563.05096,B3_31,0.021
,,,563.05144,B3_22,0.015
,,,563.05368,B3_22,0.027
,,,563.05496,B3_12,0.019
,,,563.05672,B3_34,0.018
,,,563.0572,B3_12,0.017
,,,563.0588,B3_24,0.019
,,,563.05944,B3_11,0.023
,,,563.06008,B3_34,0.018
,,,563.06056,D5_12,0.037
,,,563.06184,B3_13,0.015
,,,563.06976,B3_43,0.017
,,,563.07112,B1_32,0.013
,,,563.0768,D3_21,0.019
,,,563.08064,B3_24,0.017
,,,563.08112,B3_21,0.017
,,,563.08304,B1_23,0.018
,,,563.08384,B1_22,0.019
,,,563.0844,B3_12,0.021
,,,563.08992,B3_21,0.02
,,,563.1048,B3_42,0.021
,,,563.1052,B3_12,0.015
,,,563.10712,B4_43,0.018
,,,563.1104,D3_42,0.013
,,,563.11096,D5_41,0.01
,,,563.112,B3_44,0.019
,,,563.11352,B3_11,0.017
,,,563.11944,B3_43,0.014
,,,563.12664,B3_12,0.015
,,,563.13752,B3_41,0.011
,,,563.1472,B5_11,0.025
,,,563.15104,D3_12,0.024
,,,563.15376,B3_24,0.016
,,,563.16136,B3_14,0.018
,,,563.16744,B3_43,0.017
,,,563.16944,B3_44,0.017
,,,563.17208,B3_11,0.018
,,,563.17448,B3_24,0.017
,,,563.17456,B3_21,0.019
,,,563.1748,B3_34,0.031
,,,563.1764,B3_31,0.03
,,,563.17744,B5_14,0.033
,,,563.17856,B3_13,0.024
,,,563.1808,B3_43,0.016
,,,563.1816,B3_13,0.017
,,,563.18168,B3_23,0.015
,,,563.18184,B3_12,0.018
,,,563.182,B3_22,0.016
,,,563.18464,B3_31,0.023
,,,563.18472,B3_21,0.024
,,,563.18544,B3_12,0.016
,,,563.18688,B3_13,0.021
,,,563.18824,B3_22,0.018
,,,563.1884,B3_12,0.019
,,,563.18856,B3_24,0.022
,,,563.19088,B5_33,0.02
,,,563.19272,B3_14,0.015
,,,563.1944,B3_11,0.018
,,,563.19448,B3_43,0.014
,,,563.19472,B3_42,0.015
,,,563.19648,B5_24,0.015
,,,563.20312,D5_41,0.01
,,,563.20448,B3_34,0.017
,,,563.20816,B3_13,0.02
,,,563.20912,B3_43,0.015
,,,563.21,B3_24,0.013
,,,563.21296,B2_11,0.022
,,,563.21608,B1_42,0.019
,,,563.21672,B3_34,0.024
,,,563.22696,B5_11,0.017
,,,563.23056,B3_34,0.015
,,,563.23952,B3_23,0.016
,,,563.25128,B3_44,0.017
,,,563.25888,B3_31,0.022
,,,563.26672,B3_24,0.02
,,,563.27184,B1_13,0.025
,,,563.2728,B5_11,0.018
,,,563.27568,B5_22,0.026
,,,563.27624,B1_33,0.019
,,,563.2796,B3_34,0.017
,,,563.28064,B3_12,0.017
,,,563.28384,B3_22,0.022
,,,563.28408,B3_21,0.015
,,,563.28432,B3_11,0.028
,,,563.29544,B3_22,0.023
,,,563.29784,B3_31,0.015
,,,563.298,D3_42,0.014
,,,563.30024,B3_22,0.029
,,,563.30048,B3_43,0.014
,,,563.30128,B3_14,0.02
,,,563.30408,B3_41,0.01
,,,563.30424,B3_22,0.014
,,,563.30456,B3_21,0.019
,,,563.30656,B3_12,0.023
,,,563.30832,B1_44,0.011
,,,563.30872,B3_13,0.019
,,,563.30896,B3_44,0.022
,,,563.31,B3_34,0.013
,,,563.31016,B3_12,0.019
,,,563.31032,B3_22,0.018
,,,563.31112,B3_21,0.019
,,,563.31312,B3_31,0.019
,,,563.31384,B1_44,0.017
,,,563.3144,B3_34,0.023
,,,563.3156,B1_14,0.018
,,,563.31704,B1_32,0.011
,,,563.31952,B1_31,0.018
,,,563.31992,B3_43,0.026
,,,563.32064,B1_24,0.017
,,,563.32096,B3_11,0.021
,,,563.32152,B1_13,0.022
,,,563.32176,B3_22,0.018
,,,563.32184,B1_31,0.015
,,,563.32192,D3_44,0.012
,,,563.32416,B3_43,0.017
,,,563.32424,B1_12,0.019
,,,563.32464,B3_13,0.02
,,,563.32696,B3_21,0.019
,,,563.32864,B3_34,0.015
,,,563.32976,D5_12,0.023
,,,563.33,B3_13,0.018
,,,563.33008,D5_13,0.015
,,,563.33048,D5_24,0.029
,,,563.3336,D3_41,0.012
,,,563.33912,B3_22,0.014
,,,563.34288,B1_13,0.019
,,,563.34288,B1_42,0.01
,,,563.34352,B1_12,0.015
,,,563.3444,B3_22,0.015
,,,563.34912,D3_42,0.023
,,,563.34928,D3_31,0.05
,,,563.35232,B3_34,0.02
,,,563.35752,B3_24,0.016
,,,563.35904,B4_43,0.02
,,,563.36096,B3_21,0.02
,,,563.36144,B3_31,0.015
,,,563.38544,D5_44,0.023
,,,563.3984,B3_13,0.018
,,,563.43112,B3_34,0.018
,,,563.43784,B3_43,0.016
,,,563.4448,B3_44,0.017
,,,563.44616,B3_24,0.016
,,,563.44872,D4_34,0.063
,,,563.45304,B3_13,0.014
,,,563.45704,B1_32,0.012
,,,563.46384,D4_34,0.034
,,,563.47888,B5_11,0.015
,,,563.47992,D4_34,0.026
,,,563.48168,B3_22,0.014
,,,563.49288,B3_22,0.028
,,,563.49496,D4_34,0.027
,,,563.49592,B3_31,0.015
,,,563.49832,B3_22,0.027
,,,563.5008,B3_23,0.017
,,,563.50856,B3_21,0.018
,,,563.51296,B1_23,0.015
,,,563.54792,D3_34,0.018
,,,563.56416,B1_44,0.02
,,,563.63624,B4_42,0.014
,,,563.63656,B3_34,0.018
,,,563.64288,B5_11,0.024
,,,563.64616,B1_23,0.051
,,,563.6476,B3_31,0.018
,,,563.65304,D3_42,0.022
,,,563.6532,B3_31,0.018
,,,563.65328,D3_31,0.051
,,,563.65992,D5_43,0.045
,,,563.6676,B3_31,0.019
,,,563.67248,B3_13,0.022
,,,563.67296,B3_22,0.02
,,,563.67416,B3_21,0.028
,,,563.67816,D3_14,0.02
,,,563.6872,B3_22,0.016
,,,563.68952,B3_22,0.027
,,,563.69008,B3_11,0.022
,,,563.69056,B3_13,0.022
,,,563.69096,B3_14,0.018
,,,563.69488,B3_22,0.02
,,,563.69528,B3_34,0.018
,,,563.69856,B3_34,0.054
,,,563.70256,B3_24,0.026
,,,563.70352,B3_21,0.015
,,,563.70848,B3_22,0.032
,,,563.71696,B3_34,0.017
,,,563.71776,B3_21,0.023
,,,563.7328,D3_41,0.011
,,,563.73288,D5_43,0.047
,,,563.75688,B3_34,0.022
,,,563.76648,D3_12,0.019
,,,563.7736,B1_42,0.016
,,,563.77536,B3_31,0.019
,,,563.7792,B3_22,0.023
,,,563.78856,D5_12,0.038
,,,563.78968,D5_41,0.011
,,,563.79424,B3_22,0.017
,,,563.79784,B5_43,0.016
,,,563.80784,D3_34,0.019
,,,563.81528,B5_11,0.016
,,,563.82072,D5_43,0.046
,,,563.83768,D5_44,0.019
,,,563.85616,B6_43,0.015
,,,563.85792,B1_31,0.016
,,,563.8792,B1_32,0.013
,,,563.88144,D5_43,0.045
,,,563.88456,B3_34,0.015
,,,563.89568,D3_12,0.019
,,,563.89624,D3_21,0.015
,,,563.89848,B3_12,0.027
,,,563.8988,B3_22,0.027
,,,563.90048,B3_31,0.017
,,,563.902,B3_11,0.028
,,,563.90496,B3_22,0.024
,,,563.9092,B3_22,0.014
,,,563.91376,D4_34,0.022
,,,563.91584,D3_44,0.015
,,,563.91592,D3_42,0.025
,,,563.91608,D3_31,0.052
,,,563.9204,B3_22,0.027
,,,563.9208,B3_11,0.019
,,,563.92448,B3_31,0.017
,,,563.9424,B1_24,0.016
,,,563.94296,B3_22,0.02
,,,563.95456,D5_33,0.017
,,,563.95536,D5_44,0.02
,,,563.95984,D5_12,0.018
,,,563.96032,B5_11,0.016
,,,563.97712,D5_41,0.015
,,,563.99184,D3_43,0.013
,,,563.99832,B3_22,0.022
,,,564.00112,D5_43,0.043
,,,564.00432,B3_21,0.019
,,,564.00448,B3_22,0.013
,,,564.01032,D3_43,0.015
,,,564.02648,D2_43,0.031
,,,564.03904,D4_23,0.013
,,,564.04048,B3_31,0.021
,,,564.04848,D6_12,0.02
,,,564.04944,D3_14,0.019
,,,564.04944,D5_13,0.017
,,,564.0524,B4_43,0.018
,,,564.05744,D5_11,0.038
,,,564.05784,D5_21,0.03
,,,564.05816,B1_44,0.02
,,,564.06176,D5_31,0.017
,,,564.06184,D5_21,0.094
,,,564.06568,D3_41,0.013
,,,564.07336,D3_14,0.011
,,,564.088,B1_23,0.048
,,,564.09632,B4_34,0.038
,,,564.11032,B3_24,0.021
,,,564.11064,B3_34,0.025
,,,564.11704,D5_31,0.016
,,,564.12144,B3_31,0.016
,,,564.12536,D5_11,0.039
,,,564.12568,D5_21,0.026
,,,564.14272,B6_32,0.015
,,,564.16232,B5_11,0.024
,,,564.19488,B1_13,0.023
,,,564.20128,B1_32,0.013
,,,564.2108,B5_43,0.02
,,,564.2244,D5_31,0.016
,,,564.238,D5_31,0.018
,,,564.23816,D5_21,0.088
,,,564.24488,B1_31,0.017
,,,564.24984,D4_24,0.011
,,,564.2668,D5_24,0.016
,,,564.27824,B3_22,0.016
,,,564.27968,B1_33,0.019
,,,564.28088,B3_31,0.019
,,,564.29336,B3_22,0.033
,,,564.29768,B3_22,0.021
,,,564.29904,B3_34,0.022
,,,564.3028,B3_22,0.027
,,,564.32248,B3_21,0.017
,,,564.34304,D3_23,0.014
,,,564.34384,D3_14,0.016
,,,564.356,B5_11,0.016
,,,564.36712,D3_42,0.015
,,,564.37088,B1_31,0.012
,,,564.38608,D3_41,0.013
,,,564.42152,B1_42,0.015
,,,564.43416,D4_12,0.016
,,,564.43512,D4_24,0.013
,,,564.44488,D3_12,0.018
,,,564.45768,D3_14,0.018
,,,564.458,D3_13,0.032
,,,564.45832,D3_12,0.021
,,,564.45872,D3_11,0.013
,,,564.49136,B3_31,0.015
,,,564.49248,B1_23,0.016
,,,564.50928,B5_11,0.024
,,,564.51384,B1_24,0.015
,,,564.51768,B1_23,0.021
,,,564.51848,B1_22,0.018
,,,564.52664,B4_43,0.018
,,,564.53112,D5_44,0.018
,,,564.53384,B5_43,0.017
,,,564.57264,B1_32,0.011
,,,564.58672,D1_23,0.013
,,,564.6084,D5_12,0.024
,,,564.6088,D5_13,0.017
,,,564.6092,D5_24,0.026
,,,564.61192,D5_12,0.015
,,,564.61768,D5_12,0.031
,,,564.62224,D3_34,0.025
,,,564.62248,D3_44,0.04
,,,564.624,B1_23,0.049
,,,564.63384,D5_12,0.017
,,,564.64664,D3_31,0.025
,,,564.64736,D3_21,0.015
,,,564.65968,D5_12,0.013
,,,564.68968,D5_12,0.014
,,,564.69504,D3_14,0.017
,,,564.71008,D4_34,0.047
,,,564.71024,D5_12,0.015
,,,564.71256,D4_34,0.032
,,,564.73352,D4_34,0.033
,,,564.75216,D4_34,0.014
,,,564.75584,B3_11,0.027
,,,564.75944,B3_22,0.02
,,,564.76264,B3_22,0.032
,,,564.77184,D5_12,0.014
,,,564.774,B3_22,0.029
,,,564.77728,B3_14,0.017
,,,564.78096,B3_22,0.017
,,,564.7812,D3_41,0.011
,,,564.78256,B3_21,0.025
,,,564.78352,B3_31,0.018
,,,564.80288,B3_23,0.03
,,,564.818,B3_11,0.027
,,,564.82192,B3_22,0.022
,,,564.82592,B3_43,0.02
,,,564.826,B3_22,0.013
,,,564.82616,B3_23,0.037
,,,564.82976,B3_22,0.02
,,,564.8336,B1_42,0.015
,,,564.83616,B3_11,0.025
,,,564.83624,B3_31,0.032
,,,564.8372,B5_11,0.016
,,,564.83752,D4_11,0.013
,,,564.83912,B3_22,0.02
,,,564.8432,B3_34,0.023
,,,564.8436,B3_22,0.015
,,,564.84616,B3_21,0.018
,,,564.84688,B3_22,0.024
,,,564.85264,B3_22,0.019
,,,564.8576,D3_42,0.02
,,,564.86032,D5_44,0.023
,,,564.86128,B3_14,0.017
,,,564.87392,D4_11,0.024
,,,564.87576,D5_12,0.016
,,,564.89528,B4_34,0.029
,,,564.91856,B3_21,0.019
,,,564.9656,D5_12,0.015
,,,564.97712,D3_23,0.013
,,,564.97792,D3_14,0.021
,,,564.99976,D3_12,0.023
,,,565.00032,D4_34,0.028
,,,565.01448,D2_44,0.032
,,,565.01624,B4_42,0.016
,,,565.02808,B4_22,0.019
,,,565.03272,B4_12,0.041
,,,565.0332,B3_31,0.023
,,,565.0588,D2_44,0.026
,,,565.09296,D2_44,0.023
,,,565.10768,B1_31,0.013
,,,565.114,D5_13,0.028
,,,565.12024,D5_12,0.023
,,,565.1264,B1_23,0.054
,,,565.12808,D2_44,0.019
,,,565.12952,B1_23,0.01
,,,565.1364,B1_23,0.02
,,,565.13728,B1_22,0.013
,,,565.13984,B4_43,0.02
,,,565.1468,D4_34,0.033
,,,565.18704,B3_31,0.016
,,,565.19968,B1_44,0.023
,,,565.21472,B1_42,0.01
,,,565.22168,B1_42,0.017
,,,565.24696,D4_14,0.018
,,,565.28744,D4_13,0.057
,,,565.28816,D4_23,0.029
,,,565.2884,D4_32,0.037
,,,565.28888,D4_41,0.013
,,,565.28896,D4_42,0.028
,,,565.28928,D4_33,0.017
,,,565.28992,D4_43,0.019
,,,565.2904,D4_13,0.022
,,,565.29256,D4_34,0.024
,,,565.3112,B5_11,0.021
,,,565.33976,D6_12,0.025
,,,565.39904,D3_14,0.018
,,,565.39936,D3_13,0.028
,,,565.39968,D3_12,0.023
,,,565.40016,D3_11,0.015
,,,565.42792,D4_13,0.038
,,,565.42888,D4_31,0.028
,,,565.42944,D4_41,0.015
,,,565.42984,B3_22,0.03
,,,565.43128,D4_11,0.016
,,,565.43592,D4_11,0.025
,,,565.4568,D4_42,0.016
,,,565.45776,D4_23,0.013
,,,565.4688,B1_23,0.018
,,,565.4696,B1_22,0.018
,,,565.47592,D3_12,0.02
,,,565.4936,D4_31,0.015
,,,565.51984,D3_41,0.013
,,,565.52296,D3_23,0.013
,,,565.52368,D3_14,0.021
,,,565.54144,D3_31,0.049
,,,565.542,D3_21,0.017
,,,565.56248,D3_42,0.018
,,,565.59648,B6_32,0.015
,,,565.60432,B1_13,0.012
,,,565.6096,B1_42,0.018
,,,565.6608,D5_44,0.017
,,,565.68008,B1_23,0.052
,,,565.73696,B4_43,0.023
,,,565.78944,D4_12,0.014
,,,565.79072,D4_22,0.016
,,,565.79376,D4_13,0.02
,,,565.8168,B4_34,0.031
,,,565.8204,D4_14,0.015
,,,565.82104,B6_43,0.029
,,,565.82792,B5_44,0.016
,,,565.874,D3_44,0.013
,,,565.8928,B6_43,0.017
,,,565.90328,D3_42,0.02
,,,565.91016,D3_41,0.013
