Investigator,,Time (s),Electrode,Amplitude(mV),,,,,,,,,,,,,,,,,,,,
,,775.60424,D5_34,0.015,,,,,,,,,,,,,,,,,,,,
,,775.61712,D5_23,0.025,,,,,,,,,,,,,,,,,,,,
,,775.61816,D5_33,0.022,,,,,,,,,,,,,,,,,,,,
,,775.62168,D5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,775.62448,D5_33,0.02,,,,,,,,,,,,,,,,,,,,
,,775.6268,D5_23,0.025,,,,,,,,,,,,,,,,,,,,
,,775.6444,D5_23,0.045,,,,,,,,,,,,,,,,,,,,
,,775.64848,D5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,775.65016,D5_33,0.017,,,,,,,,,,,,,,,,,,,,
,,775.65128,D5_23,0.016,,,,,,,,,,,,,,,,,,,,
,,775.66064,D5_23,0.042,,,,,,,,,,,,,,,,,,,,
,,775.66384,D5_34,0.018,,,,,,,,,,,,,,,,,,,,
,,775.66816,D5_34,0.011,,,,,,,,,,,,,,,,,,,,
,,775.67128,D5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,775.68864,D5_33,0.02,,,,,,,,,,,,,,,,,,,,
,,775.69024,C3_12,0.015,,,,,,,,,,,,,,,,,,,,
,,775.70672,D5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,775.71096,D5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,775.7128,D5_33,0.02,,,,,,,,,,,,,,,,,,,,
,,775.72184,D5_23,0.024,,,,,,,,,,,,,,,,,,,,
,,775.72888,D5_23,0.023,,,,,,,,,,,,,,,,,,,,
,,775.73288,D5_23,0.022,,,,,,,,,,,,,,,,,,,,
,,775.7436,D5_33,0.012,,,,,,,,,,,,,,,,,,,,
,,775.75696,D5_34,0.031,,,,,,,,,,,,,,,,,,,,
,,775.75728,D5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,775.77048,D5_23,0.022,,,,,,,,,,,,,,,,,,,,
,,775.78152,D5_34,0.016,,,,,,,,,,,,,,,,,,,,
,,775.78496,D5_23,0.029,,,,,,,,,,,,,,,,,,,,
,,775.79088,D5_23,0.022,,,,,,,,,,,,,,,,,,,,
,,775.80328,D5_23,0.022,,,,,,,,,,,,,,,,,,,,
,,775.83056,D5_23,0.023,,,,,,,,,,,,,,,,,,,,
,,775.8488,D5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,775.87072,D5_23,0.025,,,,,,,,,,,,,,,,,,,,
,,775.87664,D5_23,0.026,,,,,,,,,,,,,,,,,,,,
,,775.88384,D5_23,0.033,,,,,,,,,,,,,,,,,,,,
,,775.89344,D5_23,0.015,,,,,,,,,,,,,,,,,,,,
,,775.91184,D5_23,0.013,,,,,,,,,,,,,,,,,,,,
,,775.92224,D5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,775.92304,D5_34,0.012,,,,,,,,,,,,,,,,,,,,
,,775.93856,D5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,775.95832,D5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,775.96544,D5_33,0.016,,,,,,,,,,,,,,,,,,,,
,,776.00328,D5_23,0.039,,,,,,,,,,,,,,,,,,,,
,,776.10376,D5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,776.11448,D5_23,0.028,,,,,,,,,,,,,,,,,,,,
,,776.16792,D5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,776.16864,D5_33,0.016,,,,,,,,,,,,,,,,,,,,
,,776.1936,D5_23,0.022,,,,,,,,,,,,,,,,,,,,
,,776.22464,D5_23,0.015,,,,,,,,,,,,,,,,,,,,
,,776.24032,D1_14,0.022,,,,,,,,,,,,,,,,,,,,
,,776.26912,D5_23,0.026,,,,,,,,,,,,,,,,,,,,
,,776.26952,D5_33,0.016,,,,,,,,,,,,,,,,,,,,
,,776.298,A1_44,0.014,,,,,,,,,,,,,,,,,,,,
,,776.32392,D5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,776.33408,D5_23,0.032,,,,,,,,,,,,,,,,,,,,
,,776.4128,D5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,776.46648,D5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,776.52432,D5_23,0.023,,,,,,,,,,,,,,,,,,,,
,,776.53656,D5_23,0.032,,,,,,,,,,,,,,,,,,,,
,,776.72696,A6_12,0.017,,,,,,,,,,,,,,,,,,,,
,,776.91168,D5_23,0.023,,,,,,,,,,,,,,,,,,,,
,,776.93792,C6_31,0.018,,,,,,,,,,,,,,,,,,,,
,,777.60704,D5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,777.92248,C3_22,0.014,,,,,,,,,,,,,,,,,,,,
,,778.32496,B6_22,0.016,,,,,,,,,,,,,,,,,,,,
,,778.77872,A1_22,0.016,,,,,,,,,,,,,,,,,,,,
,,778.7964,C4_31,0.016,,,,,,,,,,,,,,,,,,,,
,,778.82752,B4_13,0.016,,,,,,,,,,,,,,,,,,,,
,,778.92984,A6_12,0.025,,,,,,,,,,,,,,,,,,,,
,,778.95392,D3_32,0.015,,,,,,,,,,,,,,,,,,,,
,,778.99288,B4_13,0.017,,,,,,,,,,,,,,,,,,,,
,,779.1392,B4_13,0.016,,,,,,,,,,,,,,,,,,,,
,,779.22912,B4_13,0.015,,,,,,,,,,,,,,,,,,,,
,,779.27536,D3_43,0.016,,,,,,,,,,,,,,,,,,,,
,,779.33376,C6_22,0.012,,,,,,,,,,,,,,,,,,,,
,,779.75248,D4_31,0.016,,,,,,,,,,,,,,,,,,,,
,,779.82704,D2_44,0.026,,,,,,,,,,,,,,,,,,,,
,,779.8716,D2_44,0.025,,,,,,,,,,,,,,,,,,,,
,,779.9232,D2_44,0.019,,,,,,,,,,,,,,,,,,,,
,,779.97336,A1_43,0.014,,,,,,,,,,,,,,,,,,,,
,,780.06296,A1_22,0.015,,,,,,,,,,,,,,,,,,,,
,,780.35568,A2_43,0.015,,,,,,,,,,,,,,,,,,,,
,,780.42656,D5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,780.43816,D2_44,0.019,,,,,,,,,,,,,,,,,,,,
,,780.50608,D5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,780.946,A1_24,0.013,,,,,,,,,,,,,,,,,,,,
,,780.98328,D3_23,0.014,,,,,,,,,,,,,,,,,,,,
,,781.38704,C6_31,0.015,,,,,,,,,,,,,,,,,,,,
,,781.64144,C2_22,0.018,,,,,,,,,,,,,,,,,,,,
,,781.6544,A1_43,0.014,,,,,,,,,,,,,,,,,,,,
,,781.74784,D5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,781.83512,D5_23,0.024,,,,,,,,,,,,,,,,,,,,
,,781.95872,D5_23,0.035,,,,,,,,,,,,,,,,,,,,
,,781.9728,D5_23,0.04,,,,,,,,,,,,,,,,,,,,
,,782.2532,D5_23,0.015,,,,,,,,,,,,,,,,,,,,
,,782.71072,D5_33,0.016,,,,,,,,,,,,,,,,,,,,
,,782.79776,D5_23,0.028,,,,,,,,,,,,,,,,,,,,
,,782.93104,C5_42,0.02,,,,,,,,,,,,,,,,,,,,
,,782.96216,C5_42,0.016,,,,,,,,,,,,,,,,,,,,
,,782.9932,C5_42,0.013,,,,,,,,,,,,,,,,,,,,
,,783.04768,C5_42,0.017,,,,,,,,,,,,,,,,,,,,
,,783.1268,D5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,783.21656,C5_42,0.019,,,,,,,,,,,,,,,,,,,,
,,783.24736,C6_23,0.015,,,,,,,,,,,,,,,,,,,,
,,783.29536,C5_42,0.017,,,,,,,,,,,,,,,,,,,,
,,783.32848,D5_23,0.023,,,,,,,,,,,,,,,,,,,,
,,783.37872,C5_42,0.015,,,,,,,,,,,,,,,,,,,,
,,783.63368,D5_23,0.014,,,,,,,,,,,,,,,,,,,,
,,783.648,D5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,783.66528,C6_23,0.016,,,,,,,,,,,,,,,,,,,,
,,783.674,C1_42,0.018,,,,,,,,,,,,,,,,,,,,
,,783.71864,D5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,784.22112,C5_42,0.018,,,,,,,,,,,,,,,,,,,,
,,784.48976,D5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,784.54744,A1_44,0.016,,,,,,,,,,,,,,,,,,,,
,,784.76264,D5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,784.80152,D5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,784.87136,D5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,784.87968,B4_34,0.012,,,,,,,,,,,,,,,,,,,,
,,784.88904,A1_44,0.014,,,,,,,,,,,,,,,,,,,,
,,784.9388,D4_31,0.015,,,,,,,,,,,,,,,,,,,,
,,785.06512,D5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,785.08208,D2_32,0.018,,,,,,,,,,,,,,,,,,,,
,,785.25184,B1_44,0.009,,,,,,,,,,,,,,,,,,,,
,,785.30936,D5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,785.566,C4_31,0.022,,,,,,,,,,,,,,,,,,,,
,,785.78376,C2_12,0.021,,,,,,,,,,,,,,,,,,,,
,,785.78408,C4_31,0.014,,,,,,,,,,,,,,,,,,,,
,,786.68008,C6_22,0.013,,,,,,,,,,,,,,,,,,,,
,,786.79736,D5_33,0.017,,,,,,,,,,,,,,,,,,,,
,,787.36808,D5_23,0.027,,,,,,,,,,,,,,,,,,,,
,,787.6472,D2_44,0.024,,,,,,,,,,,,,,,,,,,,
,,787.70448,D5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,787.71024,D2_44,0.018,,,,,,,,,,,,,,,,,,,,
,,787.71704,D3_32,0.011,,,,,,,,,,,,,,,,,,,,
,,787.73968,D3_32,0.013,,,,,,,,,,,,,,,,,,,,
,,787.7948,D3_32,0.018,,,,,,,,,,,,,,,,,,,,
,,787.82336,D2_44,0.019,,,,,,,,,,,,,,,,,,,,
,,787.8804,C6_24,0.012,,,,,,,,,,,,,,,,,,,,
,,788.03504,D4_31,0.017,,,,,,,,,,,,,,,,,,,,
,,788.48184,D5_23,0.024,,,,,,,,,,,,,,,,,,,,
,,788.49288,D4_42,0.021,,,,,,,,,,,,,,,,,,,,
,,788.70488,D5_23,0.022,,,,,,,,,,,,,,,,,,,,
,,788.72256,B4_24,0.017,,,,,,,,,,,,,,,,,,,,
,,789.10968,D4_31,0.018,,,,,,,,,,,,,,,,,,,,
,,789.69784,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,789.88736,D5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,790.15704,D2_44,0.022,,,,,,,,,,,,,,,,,,,,
,,790.24208,A1_44,0.011,,,,,,,,,,,,,,,,,,,,
,,790.39968,D4_42,0.01,,,,,,,,,,,,,,,,,,,,
,,790.79136,A1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,790.83408,C1_24,0.011,,,,,,,,,,,,,,,,,,,,
,,790.99416,D5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,791.44776,D5_23,0.015,,,,,,,,,,,,,,,,,,,,
,,791.87256,D5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,792.28912,D5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,792.45872,B4_13,0.018,,,,,,,,,,,,,,,,,,,,
,,792.55352,D5_23,0.016,,,,,,,,,,,,,,,,,,,,
,,792.5708,A1_43,0.017,,,,,,,,,,,,,,,,,,,,
,,792.85824,A3_34,0.013,,,,,,,,,,,,,,,,,,,,
,,792.87448,A1_43,0.014,,,,,,,,,,,,,,,,,,,,
,,793.16592,A3_34,0.012,,,,,,,,,,,,,,,,,,,,
,,793.31216,A3_34,0.013,,,,,,,,,,,,,,,,,,,,
,,793.4708,D5_23,0.016,,,,,,,,,,,,,,,,,,,,
,,793.61056,D5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,793.64288,D3_23,0.015,,,,,,,,,,,,,,,,,,,,
,,793.80384,D5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,793.8884,A3_43,0.016,,,,,,,,,,,,,,,,,,,,
,,794.06128,D5_23,0.014,,,,,,,,,,,,,,,,,,,,
,,794.07016,D5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,794.1076,D5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,794.2436,D5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,794.2512,D5_23,0.015,,,,,,,,,,,,,,,,,,,,
,,794.41928,D5_23,0.014,,,,,,,,,,,,,,,,,,,,
,,794.43512,D5_23,0.016,,,,,,,,,,,,,,,,,,,,
,,794.63704,D5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,794.71864,A1_43,0.017,,,,,,,,,,,,,,,,,,,,
,,794.89528,D5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,794.92672,D5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,795.07184,D5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,795.10232,D5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,795.32984,C6_24,0.029,,,,,,,,,,,,,,,,,,,,
,,795.33928,C6_24,0.03,,,,,,,,,,,,,,,,,,,,
,,795.346,C6_34,0.018,,,,,,,,,,,,,,,,,,,,
,,795.34912,C6_24,0.031,,,,,,,,,,,,,,,,,,,,
,,795.3588,C6_24,0.034,,,,,,,,,,,,,,,,,,,,
,,795.36008,C6_34,0.012,,,,,,,,,,,,,,,,,,,,
,,795.36304,C6_23,0.016,,,,,,,,,,,,,,,,,,,,
,,795.36832,C6_24,0.031,,,,,,,,,,,,,,,,,,,,
,,795.36952,C6_34,0.017,,,,,,,,,,,,,,,,,,,,
,,795.37128,C6_33,0.017,,,,,,,,,,,,,,,,,,,,
,,795.37712,C6_24,0.037,,,,,,,,,,,,,,,,,,,,
,,795.37792,C6_34,0.016,,,,,,,,,,,,,,,,,,,,
,,795.38032,C6_33,0.014,,,,,,,,,,,,,,,,,,,,
,,795.38664,C6_24,0.032,,,,,,,,,,,,,,,,,,,,
,,795.39024,C6_23,0.014,,,,,,,,,,,,,,,,,,,,
,,795.39592,C6_24,0.044,,,,,,,,,,,,,,,,,,,,
,,795.40752,C6_24,0.031,,,,,,,,,,,,,,,,,,,,
,,795.41552,C6_34,0.026,,,,,,,,,,,,,,,,,,,,
,,795.41776,C6_34,0.018,,,,,,,,,,,,,,,,,,,,
,,795.418,C6_24,0.034,,,,,,,,,,,,,,,,,,,,
,,795.42704,D5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,795.42888,C6_33,0.017,,,,,,,,,,,,,,,,,,,,
,,795.4292,C6_24,0.034,,,,,,,,,,,,,,,,,,,,
,,795.44392,C6_24,0.039,,,,,,,,,,,,,,,,,,,,
,,795.45272,C6_34,0.013,,,,,,,,,,,,,,,,,,,,
,,795.4528,C6_23,0.016,,,,,,,,,,,,,,,,,,,,
,,795.45488,C6_24,0.029,,,,,,,,,,,,,,,,,,,,
,,795.4612,D5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,795.46744,C6_23,0.014,,,,,,,,,,,,,,,,,,,,
,,795.46776,C6_24,0.027,,,,,,,,,,,,,,,,,,,,
,,795.47,C6_34,0.013,,,,,,,,,,,,,,,,,,,,
,,795.47992,C6_24,0.034,,,,,,,,,,,,,,,,,,,,
,,795.50248,C6_34,0.013,,,,,,,,,,,,,,,,,,,,
,,795.54912,D5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,795.7508,D5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,795.80504,C6_24,0.017,,,,,,,,,,,,,,,,,,,,
,,795.83408,A1_44,0.014,,,,,,,,,,,,,,,,,,,,
,,795.9424,C6_31,0.017,,,,,,,,,,,,,,,,,,,,
,,796.28552,D5_23,0.022,,,,,,,,,,,,,,,,,,,,
,,796.34464,D2_32,0.015,,,,,,,,,,,,,,,,,,,,
,,796.36096,D5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,796.6672,A1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,796.94824,D5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,797.10992,C4_31,0.012,,,,,,,,,,,,,,,,,,,,
,,797.37544,D5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,797.85624,C5_42,0.017,,,,,,,,,,,,,,,,,,,,
,,797.86064,D5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,797.93088,C5_42,0.017,,,,,,,,,,,,,,,,,,,,
,,797.96184,D4_42,0.016,,,,,,,,,,,,,,,,,,,,
,,798.0456,D3_32,0.015,,,,,,,,,,,,,,,,,,,,
,,798.05568,C5_42,0.017,,,,,,,,,,,,,,,,,,,,
,,798.17176,C5_42,0.017,,,,,,,,,,,,,,,,,,,,
,,798.22576,D5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,798.29152,D5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,798.3424,D5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,798.41672,D5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,798.43728,D5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,798.4796,D3_32,0.013,,,,,,,,,,,,,,,,,,,,
,,798.56904,D5_23,0.013,,,,,,,,,,,,,,,,,,,,
,,798.59416,D5_23,0.016,,,,,,,,,,,,,,,,,,,,
,,798.75368,A1_44,0.017,,,,,,,,,,,,,,,,,,,,
,,799.43856,D5_23,0.016,,,,,,,,,,,,,,,,,,,,
,,799.80928,C5_42,0.016,,,,,,,,,,,,,,,,,,,,
,,799.86592,C5_42,0.021,,,,,,,,,,,,,,,,,,,,
,,799.9756,D5_23,0.026,,,,,,,,,,,,,,,,,,,,
,,799.98752,C5_42,0.016,,,,,,,,,,,,,,,,,,,,
,,800.07224,C5_42,0.019,,,,,,,,,,,,,,,,,,,,
,,800.13992,C4_31,0.019,,,,,,,,,,,,,,,,,,,,
,,800.3748,D5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,800.44504,D5_23,0.022,,,,,,,,,,,,,,,,,,,,
,,800.99504,C1_22,0.017,,,,,,,,,,,,,,,,,,,,
,,801.0224,C3_34,0.019,,,,,,,,,,,,,,,,,,,,
,,801.0388,C1_44,0.014,,,,,,,,,,,,,,,,,,,,
,,801.15168,D5_24,0.008,,,,,,,,,,,,,,,,,,,,
,,801.15264,D5_33,0.018,,,,,,,,,,,,,,,,,,,,
,,801.15304,D5_23,0.04,,,,,,,,,,,,,,,,,,,,
,,801.1536,D5_34,0.023,,,,,,,,,,,,,,,,,,,,
,,801.15568,D5_23,0.016,,,,,,,,,,,,,,,,,,,,
,,801.16,D5_23,0.014,,,,,,,,,,,,,,,,,,,,
,,801.16136,D5_34,0.013,,,,,,,,,,,,,,,,,,,,
,,801.16248,D5_23,0.032,,,,,,,,,,,,,,,,,,,,
,,801.1652,C1_22,0.014,,,,,,,,,,,,,,,,,,,,
,,801.16544,D5_34,0.025,,,,,,,,,,,,,,,,,,,,
,,801.16712,D5_23,0.063,,,,,,,,,,,,,,,,,,,,
,,801.16968,D5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,801.17344,D5_23,0.033,,,,,,,,,,,,,,,,,,,,
,,801.17504,D5_24,0.014,,,,,,,,,,,,,,,,,,,,
,,801.17592,D5_23,0.027,,,,,,,,,,,,,,,,,,,,
,,801.17992,D5_23,0.049,,,,,,,,,,,,,,,,,,,,
,,801.18,D5_33,0.02,,,,,,,,,,,,,,,,,,,,
,,801.18272,D5_23,0.025,,,,,,,,,,,,,,,,,,,,
,,801.18304,D5_34,0.029,,,,,,,,,,,,,,,,,,,,
,,801.1844,D5_33,0.017,,,,,,,,,,,,,,,,,,,,
,,801.18576,D5_23,0.037,,,,,,,,,,,,,,,,,,,,
,,801.18704,D5_33,0.026,,,,,,,,,,,,,,,,,,,,
,,801.18808,D5_23,0.076,,,,,,,,,,,,,,,,,,,,
,,801.19056,D5_23,0.028,,,,,,,,,,,,,,,,,,,,
,,801.1924,D5_33,0.031,,,,,,,,,,,,,,,,,,,,
,,801.19376,D5_23,0.047,,,,,,,,,,,,,,,,,,,,
,,801.19384,D5_24,0.01,,,,,,,,,,,,,,,,,,,,
,,801.19464,D5_34,0.016,,,,,,,,,,,,,,,,,,,,
,,801.1948,D5_33,0.032,,,,,,,,,,,,,,,,,,,,
,,801.196,D5_23,0.035,,,,,,,,,,,,,,,,,,,,
,,801.19736,D5_33,0.021,,,,,,,,,,,,,,,,,,,,
,,801.1984,D5_23,0.041,,,,,,,,,,,,,,,,,,,,
,,801.19928,D5_34,0.032,,,,,,,,,,,,,,,,,,,,
,,801.20208,D5_33,0.024,,,,,,,,,,,,,,,,,,,,
,,801.20288,D5_23,0.09,,,,,,,,,,,,,,,,,,,,
,,801.20392,D5_22,0.01,,,,,,,,,,,,,,,,,,,,
,,801.20432,D5_33,0.024,,,,,,,,,,,,,,,,,,,,
,,801.20512,D5_23,0.034,,,,,,,,,,,,,,,,,,,,
,,801.20696,D5_33,0.036,,,,,,,,,,,,,,,,,,,,
,,801.20856,D5_23,0.055,,,,,,,,,,,,,,,,,,,,
,,801.20912,D5_34,0.028,,,,,,,,,,,,,,,,,,,,
,,801.21,D5_33,0.027,,,,,,,,,,,,,,,,,,,,
,,801.2108,D5_23,0.034,,,,,,,,,,,,,,,,,,,,
,,801.21344,D5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,801.21488,D5_33,0.019,,,,,,,,,,,,,,,,,,,,
,,801.21568,D5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,801.21648,D5_34,0.018,,,,,,,,,,,,,,,,,,,,
,,801.218,D5_23,0.044,,,,,,,,,,,,,,,,,,,,
,,801.21904,D5_24,0.014,,,,,,,,,,,,,,,,,,,,
,,801.21912,D5_33,0.023,,,,,,,,,,,,,,,,,,,,
,,801.2212,D5_23,0.022,,,,,,,,,,,,,,,,,,,,
,,801.22184,D5_33,0.022,,,,,,,,,,,,,,,,,,,,
,,801.22368,D5_34,0.017,,,,,,,,,,,,,,,,,,,,
,,801.22456,D5_23,0.068,,,,,,,,,,,,,,,,,,,,
,,801.22624,D5_34,0.015,,,,,,,,,,,,,,,,,,,,
,,801.2272,D5_33,0.031,,,,,,,,,,,,,,,,,,,,
,,801.22784,D5_23,0.035,,,,,,,,,,,,,,,,,,,,
,,801.22944,D5_34,0.029,,,,,,,,,,,,,,,,,,,,
,,801.23024,D5_23,0.04,,,,,,,,,,,,,,,,,,,,
,,801.23064,D5_33,0.023,,,,,,,,,,,,,,,,,,,,
,,801.23288,D5_33,0.032,,,,,,,,,,,,,,,,,,,,
,,801.23472,D5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,801.23496,D5_24,0.013,,,,,,,,,,,,,,,,,,,,
,,801.23584,D5_33,0.027,,,,,,,,,,,,,,,,,,,,
,,801.2372,D5_23,0.034,,,,,,,,,,,,,,,,,,,,
,,801.23784,D5_24,0.012,,,,,,,,,,,,,,,,,,,,
,,801.23872,D5_33,0.021,,,,,,,,,,,,,,,,,,,,
,,801.23904,D5_34,0.024,,,,,,,,,,,,,,,,,,,,
,,801.24088,D5_23,0.034,,,,,,,,,,,,,,,,,,,,
,,801.24128,D5_24,0.007,,,,,,,,,,,,,,,,,,,,
,,801.24152,D5_33,0.021,,,,,,,,,,,,,,,,,,,,
,,801.24312,D5_23,0.062,,,,,,,,,,,,,,,,,,,,
,,801.24544,D5_34,0.04,,,,,,,,,,,,,,,,,,,,
,,801.24584,D5_23,0.038,,,,,,,,,,,,,,,,,,,,
,,801.24728,D5_33,0.036,,,,,,,,,,,,,,,,,,,,
,,801.24784,D5_34,0.032,,,,,,,,,,,,,,,,,,,,
,,801.2488,D5_23,0.044,,,,,,,,,,,,,,,,,,,,
,,801.25072,D5_34,0.019,,,,,,,,,,,,,,,,,,,,
,,801.25112,D5_33,0.022,,,,,,,,,,,,,,,,,,,,
,,801.25184,D5_23,0.042,,,,,,,,,,,,,,,,,,,,
,,801.25464,D5_23,0.033,,,,,,,,,,,,,,,,,,,,
,,801.25496,D5_33,0.024,,,,,,,,,,,,,,,,,,,,
,,801.2568,D5_34,0.028,,,,,,,,,,,,,,,,,,,,
,,801.25696,D5_23,0.048,,,,,,,,,,,,,,,,,,,,
,,801.25736,D5_33,0.039,,,,,,,,,,,,,,,,,,,,
,,801.25936,D5_23,0.033,,,,,,,,,,,,,,,,,,,,
,,801.26016,D5_33,0.037,,,,,,,,,,,,,,,,,,,,
,,801.26064,D5_34,0.024,,,,,,,,,,,,,,,,,,,,
,,801.26344,D5_33,0.024,,,,,,,,,,,,,,,,,,,,
,,801.2636,D5_23,0.065,,,,,,,,,,,,,,,,,,,,
,,801.26392,D5_34,0.02,,,,,,,,,,,,,,,,,,,,
,,801.266,D5_23,0.027,,,,,,,,,,,,,,,,,,,,
,,801.2664,D5_34,0.016,,,,,,,,,,,,,,,,,,,,
,,801.26744,D5_33,0.022,,,,,,,,,,,,,,,,,,,,
,,801.2684,D5_23,0.026,,,,,,,,,,,,,,,,,,,,
,,801.27072,D5_23,0.048,,,,,,,,,,,,,,,,,,,,
,,801.27072,D5_34,0.016,,,,,,,,,,,,,,,,,,,,
,,801.27136,D5_33,0.022,,,,,,,,,,,,,,,,,,,,
,,801.27352,D5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,801.27496,D5_33,0.022,,,,,,,,,,,,,,,,,,,,
,,801.2764,D5_34,0.028,,,,,,,,,,,,,,,,,,,,
,,801.27712,D5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,801.27872,D5_34,0.02,,,,,,,,,,,,,,,,,,,,
,,801.27952,D5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,801.2808,D5_33,0.026,,,,,,,,,,,,,,,,,,,,
,,801.28224,D5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,801.28368,D5_33,0.028,,,,,,,,,,,,,,,,,,,,
,,801.28416,D5_34,0.018,,,,,,,,,,,,,,,,,,,,
,,801.286,D5_23,0.025,,,,,,,,,,,,,,,,,,,,
,,801.28648,D5_33,0.016,,,,,,,,,,,,,,,,,,,,
,,801.28744,D5_22,0.012,,,,,,,,,,,,,,,,,,,,
,,801.28856,D5_34,0.02,,,,,,,,,,,,,,,,,,,,
,,801.28936,D5_33,0.029,,,,,,,,,,,,,,,,,,,,
,,801.28968,D5_23,0.049,,,,,,,,,,,,,,,,,,,,
,,801.29192,D5_33,0.025,,,,,,,,,,,,,,,,,,,,
,,801.2928,D5_23,0.045,,,,,,,,,,,,,,,,,,,,
,,801.2944,D5_33,0.018,,,,,,,,,,,,,,,,,,,,
,,801.29448,D5_34,0.017,,,,,,,,,,,,,,,,,,,,
,,801.29752,D5_33,0.023,,,,,,,,,,,,,,,,,,,,
,,801.29824,D5_34,0.029,,,,,,,,,,,,,,,,,,,,
,,801.29928,D5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,801.3016,D5_23,0.022,,,,,,,,,,,,,,,,,,,,
,,801.30248,D5_33,0.032,,,,,,,,,,,,,,,,,,,,
,,801.30256,D5_34,0.02,,,,,,,,,,,,,,,,,,,,
,,801.30488,D5_23,0.031,,,,,,,,,,,,,,,,,,,,
,,801.30528,D5_34,0.019,,,,,,,,,,,,,,,,,,,,
,,801.30632,D5_33,0.021,,,,,,,,,,,,,,,,,,,,
,,801.30832,D5_23,0.041,,,,,,,,,,,,,,,,,,,,
,,801.3108,D5_23,0.042,,,,,,,,,,,,,,,,,,,,
,,801.31096,D5_33,0.041,,,,,,,,,,,,,,,,,,,,
,,801.31368,D5_34,0.017,,,,,,,,,,,,,,,,,,,,
,,801.31624,D5_23,0.045,,,,,,,,,,,,,,,,,,,,
,,801.3184,D5_34,0.02,,,,,,,,,,,,,,,,,,,,
,,801.31888,D5_23,0.021,,,,,,,,,,,,,,,,,,,,
