Investigator,,Time (s),Electrode,Amplitude(mV),,,,,,,,,,,,,,,,,,,,
,,545.57384,B5_21,0.018,,,,,,,,,,,,,,,,,,,,
,,545.58288,D5_44,0.013,,,,,,,,,,,,,,,,,,,,
,,545.81784,B6_24,0.02,,,,,,,,,,,,,,,,,,,,
,,545.82328,C5_14,0.016,,,,,,,,,,,,,,,,,,,,
,,545.93728,C4_33,0.018,,,,,,,,,,,,,,,,,,,,
,,545.98992,C5_43,0.016,,,,,,,,,,,,,,,,,,,,
,,545.99176,D5_44,0.012,,,,,,,,,,,,,,,,,,,,
,,546.19664,C5_33,0.02,,,,,,,,,,,,,,,,,,,,
,,546.45912,B3_12,0.019,,,,,,,,,,,,,,,,,,,,
,,546.5276,C4_33,0.023,,,,,,,,,,,,,,,,,,,,
,,546.5724,A4_44,0.012,,,,,,,,,,,,,,,,,,,,
,,546.6332,B6_24,0.015,,,,,,,,,,,,,,,,,,,,
,,546.67904,C3_44,0.014,,,,,,,,,,,,,,,,,,,,
,,546.69328,C4_33,0.023,,,,,,,,,,,,,,,,,,,,
,,546.92432,B5_22,0.016,,,,,,,,,,,,,,,,,,,,
,,547.01752,D2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,547.03896,D3_24,0.017,,,,,,,,,,,,,,,,,,,,
,,547.06168,B5_13,0.018,,,,,,,,,,,,,,,,,,,,
,,547.07288,A4_23,0.015,,,,,,,,,,,,,,,,,,,,
,,547.16688,C1_33,0.018,,,,,,,,,,,,,,,,,,,,
,,547.26304,A1_44,0.014,,,,,,,,,,,,,,,,,,,,
,,547.32912,C5_33,0.022,,,,,,,,,,,,,,,,,,,,
,,547.38576,D2_33,0.021,,,,,,,,,,,,,,,,,,,,
,,547.44336,B5_13,0.013,,,,,,,,,,,,,,,,,,,,
,,547.46648,C3_42,0.015,,,,,,,,,,,,,,,,,,,,
,,547.538,D2_33,0.026,,,,,,,,,,,,,,,,,,,,
,,547.60856,A1_42,0.027,,,,,,,,,,,,,,,,,,,,
,,547.61488,B3_12,0.017,,,,,,,,,,,,,,,,,,,,
,,547.65816,D2_33,0.017,,,,,,,,,,,,,,,,,,,,
,,547.76136,D2_33,0.018,,,,,,,,,,,,,,,,,,,,
,,547.76608,C6_34,0.04,,,,,,,,,,,,,,,,,,,,
,,547.89088,C4_33,0.019,,,,,,,,,,,,,,,,,,,,
,,547.93696,A1_44,0.012,,,,,,,,,,,,,,,,,,,,
,,547.9492,A4_24,0.018,,,,,,,,,,,,,,,,,,,,
,,547.98928,C4_33,0.019,,,,,,,,,,,,,,,,,,,,
,,548.13632,C5_33,0.016,,,,,,,,,,,,,,,,,,,,
,,548.20368,C5_33,0.017,,,,,,,,,,,,,,,,,,,,
,,548.2136,B5_22,0.015,,,,,,,,,,,,,,,,,,,,
,,548.31704,C5_33,0.017,,,,,,,,,,,,,,,,,,,,
,,548.36808,B5_31,0.015,,,,,,,,,,,,,,,,,,,,
,,548.46392,C5_33,0.018,,,,,,,,,,,,,,,,,,,,
,,548.5568,C4_33,0.023,,,,,,,,,,,,,,,,,,,,
,,548.62456,B5_22,0.016,,,,,,,,,,,,,,,,,,,,
,,548.8336,A4_23,0.025,,,,,,,,,,,,,,,,,,,,
,,548.8376,B5_22,0.016,,,,,,,,,,,,,,,,,,,,
,,548.95968,B3_12,0.02,,,,,,,,,,,,,,,,,,,,
,,548.96344,A4_23,0.028,,,,,,,,,,,,,,,,,,,,
,,549.01584,C5_14,0.019,,,,,,,,,,,,,,,,,,,,
,,549.07768,A1_42,0.028,,,,,,,,,,,,,,,,,,,,
,,549.35928,C6_44,0.023,,,,,,,,,,,,,,,,,,,,
,,549.36168,B5_31,0.019,,,,,,,,,,,,,,,,,,,,
,,549.47528,C5_22,0.015,,,,,,,,,,,,,,,,,,,,
,,549.61,C3_44,0.016,,,,,,,,,,,,,,,,,,,,
,,549.7284,B5_22,0.017,,,,,,,,,,,,,,,,,,,,
,,549.73744,B5_21,0.014,,,,,,,,,,,,,,,,,,,,
,,549.7432,A1_44,0.014,,,,,,,,,,,,,,,,,,,,
,,549.78952,B5_21,0.019,,,,,,,,,,,,,,,,,,,,
,,549.8508,D2_33,0.028,,,,,,,,,,,,,,,,,,,,
,,549.8964,C4_33,0.021,,,,,,,,,,,,,,,,,,,,
,,549.90008,B5_21,0.014,,,,,,,,,,,,,,,,,,,,
,,549.96376,D2_33,0.017,,,,,,,,,,,,,,,,,,,,
,,550.13192,B5_22,0.018,,,,,,,,,,,,,,,,,,,,
,,550.22208,D2_33,0.029,,,,,,,,,,,,,,,,,,,,
,,550.22736,C5_33,0.02,,,,,,,,,,,,,,,,,,,,
,,550.25696,C3_34,0.015,,,,,,,,,,,,,,,,,,,,
,,550.35696,C5_33,0.02,,,,,,,,,,,,,,,,,,,,
,,550.40184,D2_33,0.028,,,,,,,,,,,,,,,,,,,,
,,550.452,B3_12,0.02,,,,,,,,,,,,,,,,,,,,
,,550.54512,C5_34,0.023,,,,,,,,,,,,,,,,,,,,
,,550.64976,C4_33,0.023,,,,,,,,,,,,,,,,,,,,
,,550.70144,C4_33,0.019,,,,,,,,,,,,,,,,,,,,
,,550.77648,C4_33,0.016,,,,,,,,,,,,,,,,,,,,
,,550.98216,B3_12,0.016,,,,,,,,,,,,,,,,,,,,
,,550.99896,A2_14,0.018,,,,,,,,,,,,,,,,,,,,
,,551.03424,C4_33,0.019,,,,,,,,,,,,,,,,,,,,
,,551.38384,B6_23,0.025,,,,,,,,,,,,,,,,,,,,
,,551.42352,D2_34,0.017,,,,,,,,,,,,,,,,,,,,
,,551.49032,C1_33,0.016,,,,,,,,,,,,,,,,,,,,
,,551.54728,B3_12,0.02,,,,,,,,,,,,,,,,,,,,
,,551.72768,A4_23,0.03,,,,,,,,,,,,,,,,,,,,
,,551.79344,C3_44,0.014,,,,,,,,,,,,,,,,,,,,
,,551.84136,C3_34,0.017,,,,,,,,,,,,,,,,,,,,
,,551.91296,B5_13,0.017,,,,,,,,,,,,,,,,,,,,
,,551.92288,C5_33,0.017,,,,,,,,,,,,,,,,,,,,
,,551.99288,B6_43,0.02,,,,,,,,,,,,,,,,,,,,
,,552.0056,C5_33,0.016,,,,,,,,,,,,,,,,,,,,
,,552.0508,B5_31,0.013,,,,,,,,,,,,,,,,,,,,
,,552.17472,C5_33,0.018,,,,,,,,,,,,,,,,,,,,
,,552.20152,C3_34,0.015,,,,,,,,,,,,,,,,,,,,
,,552.24464,C5_33,0.017,,,,,,,,,,,,,,,,,,,,
,,552.25784,B6_24,0.018,,,,,,,,,,,,,,,,,,,,
,,552.35808,C4_33,0.02,,,,,,,,,,,,,,,,,,,,
,,552.37688,C5_33,0.02,,,,,,,,,,,,,,,,,,,,
,,552.40944,C3_34,0.015,,,,,,,,,,,,,,,,,,,,
,,552.444,B6_23,0.018,,,,,,,,,,,,,,,,,,,,
,,552.48368,B5_13,0.014,,,,,,,,,,,,,,,,,,,,
,,552.55568,C5_33,0.015,,,,,,,,,,,,,,,,,,,,
,,552.6976,B5_13,0.014,,,,,,,,,,,,,,,,,,,,
,,552.71048,B3_12,0.017,,,,,,,,,,,,,,,,,,,,
,,552.76256,C4_33,0.019,,,,,,,,,,,,,,,,,,,,
,,552.76408,B5_21,0.018,,,,,,,,,,,,,,,,,,,,
,,552.8072,A4_23,0.024,,,,,,,,,,,,,,,,,,,,
,,552.87448,C4_33,0.018,,,,,,,,,,,,,,,,,,,,
,,552.89576,C3_34,0.012,,,,,,,,,,,,,,,,,,,,
,,552.90464,B5_13,0.015,,,,,,,,,,,,,,,,,,,,
,,552.94192,A1_42,0.034,,,,,,,,,,,,,,,,,,,,
,,553.03808,D5_34,0.011,,,,,,,,,,,,,,,,,,,,
,,553.35576,B5_22,0.017,,,,,,,,,,,,,,,,,,,,
,,553.44072,D5_44,0.015,,,,,,,,,,,,,,,,,,,,
,,553.62744,B5_22,0.016,,,,,,,,,,,,,,,,,,,,
,,553.68976,B4_34,0.015,,,,,,,,,,,,,,,,,,,,
,,553.75976,A4_23,0.017,,,,,,,,,,,,,,,,,,,,
,,553.89536,C5_22,0.02,,,,,,,,,,,,,,,,,,,,
,,553.90336,B3_12,0.023,,,,,,,,,,,,,,,,,,,,
,,553.95888,B5_31,0.015,,,,,,,,,,,,,,,,,,,,
,,554.14992,C5_22,0.017,,,,,,,,,,,,,,,,,,,,
,,554.20968,B3_11,0.018,,,,,,,,,,,,,,,,,,,,
,,554.23376,C5_34,0.021,,,,,,,,,,,,,,,,,,,,
,,554.25768,C4_34,0.014,,,,,,,,,,,,,,,,,,,,
,,554.26928,C5_22,0.014,,,,,,,,,,,,,,,,,,,,
,,554.28864,C4_33,0.023,,,,,,,,,,,,,,,,,,,,
,,554.37616,A4_23,0.02,,,,,,,,,,,,,,,,,,,,
,,554.42152,B3_12,0.019,,,,,,,,,,,,,,,,,,,,
,,554.42952,C4_33,0.021,,,,,,,,,,,,,,,,,,,,
,,554.72256,B4_34,0.016,,,,,,,,,,,,,,,,,,,,
,,554.85048,C5_22,0.017,,,,,,,,,,,,,,,,,,,,
,,555.04168,C5_13,0.019,,,,,,,,,,,,,,,,,,,,
,,555.1496,A4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,555.2708,B6_24,0.016,,,,,,,,,,,,,,,,,,,,
,,555.33808,D2_33,0.019,,,,,,,,,,,,,,,,,,,,
,,555.4504,B6_24,0.018,,,,,,,,,,,,,,,,,,,,
,,555.506,D2_33,0.03,,,,,,,,,,,,,,,,,,,,
,,555.54136,B6_42,0.017,,,,,,,,,,,,,,,,,,,,
,,555.55432,A1_44,0.012,,,,,,,,,,,,,,,,,,,,
,,555.59312,C5_33,0.018,,,,,,,,,,,,,,,,,,,,
,,555.68024,C5_33,0.015,,,,,,,,,,,,,,,,,,,,
,,555.70872,D2_33,0.02,,,,,,,,,,,,,,,,,,,,
,,555.78064,A1_42,0.021,,,,,,,,,,,,,,,,,,,,
,,555.81448,D2_33,0.017,,,,,,,,,,,,,,,,,,,,
,,555.83864,B6_23,0.02,,,,,,,,,,,,,,,,,,,,
,,555.89896,C5_33,0.02,,,,,,,,,,,,,,,,,,,,
,,555.9028,D2_33,0.017,,,,,,,,,,,,,,,,,,,,
,,556.56312,A4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,556.75096,C4_34,0.013,,,,,,,,,,,,,,,,,,,,
,,556.90136,C5_33,0.015,,,,,,,,,,,,,,,,,,,,
,,557.216,D2_23,0.016,,,,,,,,,,,,,,,,,,,,
,,557.25088,B3_12,0.024,,,,,,,,,,,,,,,,,,,,
,,557.3172,C5_33,0.019,,,,,,,,,,,,,,,,,,,,
,,557.35984,D5_44,0.012,,,,,,,,,,,,,,,,,,,,
,,557.36768,A4_23,0.015,,,,,,,,,,,,,,,,,,,,
,,557.3724,A1_44,0.013,,,,,,,,,,,,,,,,,,,,
,,557.38904,D2_34,0.017,,,,,,,,,,,,,,,,,,,,
,,557.542,C5_24,0.019,,,,,,,,,,,,,,,,,,,,
,,557.90376,C4_33,0.022,,,,,,,,,,,,,,,,,,,,
,,557.91736,A6_34,0.021,,,,,,,,,,,,,,,,,,,,
,,557.9248,D2_24,0.016,,,,,,,,,,,,,,,,,,,,
,,557.93504,A1_42,0.027,,,,,,,,,,,,,,,,,,,,
,,557.978,C4_33,0.02,,,,,,,,,,,,,,,,,,,,
,,558.038,D5_42,0.013,,,,,,,,,,,,,,,,,,,,
,,558.05088,D6_32,0.015,,,,,,,,,,,,,,,,,,,,
,,558.11176,D2_34,0.017,,,,,,,,,,,,,,,,,,,,
,,558.1236,C4_33,0.022,,,,,,,,,,,,,,,,,,,,
,,558.27168,D6_32,0.017,,,,,,,,,,,,,,,,,,,,
,,558.37048,A4_23,0.027,,,,,,,,,,,,,,,,,,,,
,,558.37504,A4_23,0.025,,,,,,,,,,,,,,,,,,,,
,,558.57224,C4_33,0.02,,,,,,,,,,,,,,,,,,,,
,,558.61832,B3_12,0.018,,,,,,,,,,,,,,,,,,,,
,,558.65064,C4_33,0.019,,,,,,,,,,,,,,,,,,,,
,,558.65112,C5_34,0.022,,,,,,,,,,,,,,,,,,,,
,,558.75968,C3_33,0.014,,,,,,,,,,,,,,,,,,,,
,,558.9588,A4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,558.96312,D2_33,0.029,,,,,,,,,,,,,,,,,,,,
,,559.07536,D2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,559.19192,C5_33,0.02,,,,,,,,,,,,,,,,,,,,
,,559.27768,D2_24,0.015,,,,,,,,,,,,,,,,,,,,
,,559.29848,B3_12,0.017,,,,,,,,,,,,,,,,,,,,
,,559.36776,A6_34,0.016,,,,,,,,,,,,,,,,,,,,
,,559.48864,A4_23,0.03,,,,,,,,,,,,,,,,,,,,
,,559.61536,C5_22,0.016,,,,,,,,,,,,,,,,,,,,
,,559.62176,C6_44,0.018,,,,,,,,,,,,,,,,,,,,
,,559.66752,B5_22,0.015,,,,,,,,,,,,,,,,,,,,
,,559.75168,C5_22,0.016,,,,,,,,,,,,,,,,,,,,
,,559.78296,C5_33,0.018,,,,,,,,,,,,,,,,,,,,
,,559.8276,D2_33,0.027,,,,,,,,,,,,,,,,,,,,
,,559.85392,C4_33,0.023,,,,,,,,,,,,,,,,,,,,
,,559.94144,C3_42,0.016,,,,,,,,,,,,,,,,,,,,
,,559.97272,A4_23,0.021,,,,,,,,,,,,,,,,,,,,
,,559.98472,C4_33,0.017,,,,,,,,,,,,,,,,,,,,
,,560.35936,C5_33,0.019,,,,,,,,,,,,,,,,,,,,
,,560.38528,B6_24,0.016,,,,,,,,,,,,,,,,,,,,
,,560.43864,C5_22,0.018,,,,,,,,,,,,,,,,,,,,
,,560.4744,B6_24,0.017,,,,,,,,,,,,,,,,,,,,
,,560.55464,C4_33,0.018,,,,,,,,,,,,,,,,,,,,
,,560.71256,C4_33,0.02,,,,,,,,,,,,,,,,,,,,
,,560.79472,B3_12,0.022,,,,,,,,,,,,,,,,,,,,
,,560.85112,A1_44,0.015,,,,,,,,,,,,,,,,,,,,
,,561.10552,D5_44,0.018,,,,,,,,,,,,,,,,,,,,
,,561.1136,C4_33,0.021,,,,,,,,,,,,,,,,,,,,
,,561.1856,B6_24,0.016,,,,,,,,,,,,,,,,,,,,
,,561.20784,D5_44,0.012,,,,,,,,,,,,,,,,,,,,
,,561.30552,D5_44,0.014,,,,,,,,,,,,,,,,,,,,
,,561.4332,B3_12,0.02,,,,,,,,,,,,,,,,,,,,
,,561.43528,B3_11,0.014,,,,,,,,,,,,,,,,,,,,
,,561.4796,A6_34,0.019,,,,,,,,,,,,,,,,,,,,
,,561.69512,A1_43,0.013,,,,,,,,,,,,,,,,,,,,
,,561.71864,C5_33,0.019,,,,,,,,,,,,,,,,,,,,
,,561.79432,B5_31,0.015,,,,,,,,,,,,,,,,,,,,
,,561.81872,A3_22,0.012,,,,,,,,,,,,,,,,,,,,
,,561.87832,B5_31,0.018,,,,,,,,,,,,,,,,,,,,
,,561.8792,A6_34,0.017,,,,,,,,,,,,,,,,,,,,
,,561.92968,C4_33,0.02,,,,,,,,,,,,,,,,,,,,
,,561.96512,B5_31,0.018,,,,,,,,,,,,,,,,,,,,
,,562.03512,B4_22,0.014,,,,,,,,,,,,,,,,,,,,
,,562.07032,A6_34,0.02,,,,,,,,,,,,,,,,,,,,
,,562.14808,C5_24,0.022,,,,,,,,,,,,,,,,,,,,
,,562.236,B5_22,0.014,,,,,,,,,,,,,,,,,,,,
,,562.32304,C5_33,0.014,,,,,,,,,,,,,,,,,,,,
,,562.42024,A4_23,0.027,,,,,,,,,,,,,,,,,,,,
,,562.56624,D6_23,0.011,,,,,,,,,,,,,,,,,,,,
,,562.81168,A4_24,0.016,,,,,,,,,,,,,,,,,,,,
,,562.8508,B5_33,0.012,,,,,,,,,,,,,,,,,,,,
,,562.85768,B6_34,0.017,,,,,,,,,,,,,,,,,,,,
,,562.85952,C3_43,0.017,,,,,,,,,,,,,,,,,,,,
,,562.92776,C4_33,0.019,,,,,,,,,,,,,,,,,,,,
,,562.93016,B3_12,0.02,,,,,,,,,,,,,,,,,,,,
,,563.01048,A4_24,0.015,,,,,,,,,,,,,,,,,,,,
,,563.02728,D3_24,0.013,,,,,,,,,,,,,,,,,,,,
,,563.08328,D6_32,0.017,,,,,,,,,,,,,,,,,,,,
,,563.0968,C4_33,0.023,,,,,,,,,,,,,,,,,,,,
,,563.10272,A4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,563.17392,A3_22,0.015,,,,,,,,,,,,,,,,,,,,
,,563.19664,B5_22,0.016,,,,,,,,,,,,,,,,,,,,
,,563.22312,B4_24,0.013,,,,,,,,,,,,,,,,,,,,
,,563.24,A4_24,0.015,,,,,,,,,,,,,,,,,,,,
,,563.2888,B4_24,0.016,,,,,,,,,,,,,,,,,,,,
,,563.322,B5_22,0.018,,,,,,,,,,,,,,,,,,,,
,,563.46064,A4_24,0.014,,,,,,,,,,,,,,,,,,,,
,,563.6716,B4_24,0.014,,,,,,,,,,,,,,,,,,,,
,,563.98,D2_33,0.027,,,,,,,,,,,,,,,,,,,,
,,563.98328,B5_31,0.016,,,,,,,,,,,,,,,,,,,,
,,564.14264,D2_33,0.02,,,,,,,,,,,,,,,,,,,,
,,564.19272,C4_33,0.021,,,,,,,,,,,,,,,,,,,,
,,564.2356,A4_24,0.015,,,,,,,,,,,,,,,,,,,,
,,564.29504,C4_33,0.017,,,,,,,,,,,,,,,,,,,,
,,564.30896,D4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,564.32784,A1_42,0.035,,,,,,,,,,,,,,,,,,,,
,,564.38728,B3_12,0.021,,,,,,,,,,,,,,,,,,,,
,,564.51992,C6_44,0.021,,,,,,,,,,,,,,,,,,,,
,,564.59672,C5_44,0.018,,,,,,,,,,,,,,,,,,,,
,,564.73168,D5_44,0.014,,,,,,,,,,,,,,,,,,,,
,,564.76848,C1_34,0.015,,,,,,,,,,,,,,,,,,,,
,,564.89528,A4_24,0.014,,,,,,,,,,,,,,,,,,,,
,,564.96768,A4_24,0.017,,,,,,,,,,,,,,,,,,,,
,,564.98136,A1_44,0.015,,,,,,,,,,,,,,,,,,,,
,,565.03576,C5_33,0.019,,,,,,,,,,,,,,,,,,,,
,,565.06352,A4_24,0.015,,,,,,,,,,,,,,,,,,,,
,,565.0932,D2_33,0.024,,,,,,,,,,,,,,,,,,,,
,,565.12488,A1_44,0.015,,,,,,,,,,,,,,,,,,,,
,,565.12848,C3_34,0.014,,,,,,,,,,,,,,,,,,,,
,,565.13856,C4_33,0.022,,,,,,,,,,,,,,,,,,,,
,,565.18104,C4_33,0.018,,,,,,,,,,,,,,,,,,,,
,,565.18608,A4_24,0.015,,,,,,,,,,,,,,,,,,,,
,,565.22832,B3_12,0.021,,,,,,,,,,,,,,,,,,,,
,,565.23192,C4_33,0.019,,,,,,,,,,,,,,,,,,,,
,,565.24312,C4_33,0.017,,,,,,,,,,,,,,,,,,,,
,,565.26208,C5_33,0.019,,,,,,,,,,,,,,,,,,,,
,,565.34536,B3_11,0.016,,,,,,,,,,,,,,,,,,,,
,,565.37672,D5_44,0.014,,,,,,,,,,,,,,,,,,,,
,,565.40176,A4_24,0.016,,,,,,,,,,,,,,,,,,,,
,,565.40664,C4_33,0.017,,,,,,,,,,,,,,,,,,,,
,,565.49168,C4_33,0.019,,,,,,,,,,,,,,,,,,,,
,,565.54432,A4_24,0.017,,,,,,,,,,,,,,,,,,,,
,,565.60248,A1_44,0.016,,,,,,,,,,,,,,,,,,,,
,,565.62024,C4_33,0.019,,,,,,,,,,,,,,,,,,,,
,,565.71168,C4_33,0.018,,,,,,,,,,,,,,,,,,,,
,,565.75552,C2_33,0.018,,,,,,,,,,,,,,,,,,,,
,,565.93832,C2_33,0.017,,,,,,,,,,,,,,,,,,,,
,,565.97728,B5_11,0.016,,,,,,,,,,,,,,,,,,,,
,,566.00944,C2_33,0.018,,,,,,,,,,,,,,,,,,,,
,,566.08176,A4_24,0.018,,,,,,,,,,,,,,,,,,,,
,,566.10648,A6_34,0.018,,,,,,,,,,,,,,,,,,,,
,,566.17272,C2_33,0.021,,,,,,,,,,,,,,,,,,,,
,,566.18096,C4_33,0.018,,,,,,,,,,,,,,,,,,,,
,,566.2624,A4_23,0.017,,,,,,,,,,,,,,,,,,,,
,,566.26424,C2_33,0.019,,,,,,,,,,,,,,,,,,,,
,,566.2716,C4_33,0.022,,,,,,,,,,,,,,,,,,,,
,,566.274,C1_33,0.016,,,,,,,,,,,,,,,,,,,,
,,566.28152,C6_44,0.019,,,,,,,,,,,,,,,,,,,,
,,566.41144,B3_12,0.018,,,,,,,,,,,,,,,,,,,,
,,566.49776,C2_33,0.019,,,,,,,,,,,,,,,,,,,,
,,566.56952,C5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,566.58152,B5_22,0.014,,,,,,,,,,,,,,,,,,,,
,,566.6812,C4_33,0.029,,,,,,,,,,,,,,,,,,,,
,,566.72856,C4_33,0.021,,,,,,,,,,,,,,,,,,,,
,,566.79176,C4_33,0.021,,,,,,,,,,,,,,,,,,,,
,,566.814,B5_11,0.017,,,,,,,,,,,,,,,,,,,,
,,566.87512,C4_33,0.016,,,,,,,,,,,,,,,,,,,,
,,566.90136,B3_12,0.017,,,,,,,,,,,,,,,,,,,,
,,566.99008,A4_23,0.018,,,,,,,,,,,,,,,,,,,,
,,567.0912,D2_33,0.019,,,,,,,,,,,,,,,,,,,,
,,567.1424,B5_22,0.016,,,,,,,,,,,,,,,,,,,,
,,567.15176,A6_34,0.031,,,,,,,,,,,,,,,,,,,,
,,567.21968,D2_33,0.017,,,,,,,,,,,,,,,,,,,,
,,567.34456,D2_33,0.027,,,,,,,,,,,,,,,,,,,,
,,567.36928,A6_34,0.029,,,,,,,,,,,,,,,,,,,,
,,567.4296,C4_34,0.014,,,,,,,,,,,,,,,,,,,,
,,567.6148,B6_24,0.019,,,,,,,,,,,,,,,,,,,,
,,567.64952,C4_33,0.022,,,,,,,,,,,,,,,,,,,,
,,567.67048,B6_24,0.018,,,,,,,,,,,,,,,,,,,,
,,567.70936,C5_22,0.016,,,,,,,,,,,,,,,,,,,,
,,567.74296,B6_24,0.017,,,,,,,,,,,,,,,,,,,,
,,567.7712,A6_34,0.027,,,,,,,,,,,,,,,,,,,,
,,567.83088,A4_23,0.02,,,,,,,,,,,,,,,,,,,,
,,567.93112,C1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,568.06352,B3_12,0.019,,,,,,,,,,,,,,,,,,,,
,,568.10784,C5_22,0.015,,,,,,,,,,,,,,,,,,,,
,,568.38056,B5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,568.47416,A4_23,0.022,,,,,,,,,,,,,,,,,,,,
,,568.5308,A4_23,0.02,,,,,,,,,,,,,,,,,,,,
,,568.54744,C6_34,0.031,,,,,,,,,,,,,,,,,,,,
,,568.65368,A1_44,0.015,,,,,,,,,,,,,,,,,,,,
,,568.67128,B5_22,0.017,,,,,,,,,,,,,,,,,,,,
,,568.72384,C1_43,0.015,,,,,,,,,,,,,,,,,,,,
,,568.73384,D2_34,0.014,,,,,,,,,,,,,,,,,,,,
,,568.83368,C4_33,0.022,,,,,,,,,,,,,,,,,,,,
,,568.86056,B5_22,0.018,,,,,,,,,,,,,,,,,,,,
,,568.9756,B3_12,0.02,,,,,,,,,,,,,,,,,,,,
,,569.02128,C4_33,0.019,,,,,,,,,,,,,,,,,,,,
,,569.17784,C4_33,0.019,,,,,,,,,,,,,,,,,,,,
,,569.26216,C4_33,0.019,,,,,,,,,,,,,,,,,,,,
,,569.43136,B1_21,0.01,,,,,,,,,,,,,,,,,,,,
,,569.54192,B5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,569.61144,C6_34,0.028,,,,,,,,,,,,,,,,,,,,
,,569.63976,B3_12,0.017,,,,,,,,,,,,,,,,,,,,
,,569.68064,C5_22,0.019,,,,,,,,,,,,,,,,,,,,
,,570.00704,A4_23,0.033,,,,,,,,,,,,,,,,,,,,
,,570.0476,B6_32,0.02,,,,,,,,,,,,,,,,,,,,
,,570.19752,A4_23,0.029,,,,,,,,,,,,,,,,,,,,
,,570.19792,D2_33,0.028,,,,,,,,,,,,,,,,,,,,
,,570.22216,C4_33,0.021,,,,,,,,,,,,,,,,,,,,
,,570.22776,D2_33,0.026,,,,,,,,,,,,,,,,,,,,
,,570.27016,D2_33,0.017,,,,,,,,,,,,,,,,,,,,
,,570.3624,D2_33,0.015,,,,,,,,,,,,,,,,,,,,
,,570.3656,A4_23,0.026,,,,,,,,,,,,,,,,,,,,
,,570.37136,B5_11,0.019,,,,,,,,,,,,,,,,,,,,
,,570.49568,A3_22,0.014,,,,,,,,,,,,,,,,,,,,
,,570.50096,C5_33,0.016,,,,,,,,,,,,,,,,,,,,
,,570.51728,C4_33,0.023,,,,,,,,,,,,,,,,,,,,
,,570.53104,C6_44,0.019,,,,,,,,,,,,,,,,,,,,
,,570.57952,B3_12,0.022,,,,,,,,,,,,,,,,,,,,
,,570.5812,C5_33,0.02,,,,,,,,,,,,,,,,,,,,
,,570.5948,C4_33,0.024,,,,,,,,,,,,,,,,,,,,
,,570.60112,B5_13,0.013,,,,,,,,,,,,,,,,,,,,
,,570.648,B5_22,0.018,,,,,,,,,,,,,,,,,,,,
,,570.69512,C5_33,0.016,,,,,,,,,,,,,,,,,,,,
,,570.7732,C5_33,0.016,,,,,,,,,,,,,,,,,,,,
,,570.80904,C3_34,0.014,,,,,,,,,,,,,,,,,,,,
,,570.8956,A4_23,0.023,,,,,,,,,,,,,,,,,,,,
,,570.95952,C5_14,0.02,,,,,,,,,,,,,,,,,,,,
,,571.10664,B4_32,0.016,,,,,,,,,,,,,,,,,,,,
,,571.14464,A4_23,0.028,,,,,,,,,,,,,,,,,,,,
,,571.38152,B3_12,0.022,,,,,,,,,,,,,,,,,,,,
,,571.38896,C4_34,0.014,,,,,,,,,,,,,,,,,,,,
,,571.45968,A4_23,0.029,,,,,,,,,,,,,,,,,,,,
,,571.4816,D3_24,0.019,,,,,,,,,,,,,,,,,,,,
,,571.7096,A4_23,0.03,,,,,,,,,,,,,,,,,,,,
,,571.78256,D2_24,0.014,,,,,,,,,,,,,,,,,,,,
,,572.15856,C5_33,0.018,,,,,,,,,,,,,,,,,,,,
,,572.2812,B3_12,0.02,,,,,,,,,,,,,,,,,,,,
,,572.37096,B5_13,0.015,,,,,,,,,,,,,,,,,,,,
,,572.46936,B5_31,0.015,,,,,,,,,,,,,,,,,,,,
,,572.51904,D2_33,0.025,,,,,,,,,,,,,,,,,,,,
,,572.5824,A1_44,0.015,,,,,,,,,,,,,,,,,,,,
,,572.62312,A4_23,0.021,,,,,,,,,,,,,,,,,,,,
,,572.71968,B5_33,0.015,,,,,,,,,,,,,,,,,,,,
,,572.76064,B5_33,0.018,,,,,,,,,,,,,,,,,,,,
,,572.794,B5_33,0.016,,,,,,,,,,,,,,,,,,,,
,,572.89632,B5_33,0.016,,,,,,,,,,,,,,,,,,,,
,,572.94544,B5_33,0.014,,,,,,,,,,,,,,,,,,,,
,,572.94888,A4_23,0.023,,,,,,,,,,,,,,,,,,,,
,,572.97416,C4_33,0.023,,,,,,,,,,,,,,,,,,,,
,,572.99624,B5_33,0.015,,,,,,,,,,,,,,,,,,,,
,,573.084,C4_33,0.022,,,,,,,,,,,,,,,,,,,,
,,573.09088,B5_13,0.016,,,,,,,,,,,,,,,,,,,,
,,573.18952,D2_33,0.02,,,,,,,,,,,,,,,,,,,,
,,573.20384,A4_23,0.018,,,,,,,,,,,,,,,,,,,,
,,573.25016,D6_22,0.016,,,,,,,,,,,,,,,,,,,,
,,573.252,B5_33,0.016,,,,,,,,,,,,,,,,,,,,
